beryllium, animal brooch, seductress, tall, narrow hips, triangular face, fair skin, dark brown hair, coral eyes, long nose, thick lips, round chin, long hair, thick hair, formal braided updo, round breasts, hoop earrings, silver, velvet lipstick, purple velvet bra and panty set with lace trim
platinum, bib necklace, temptress, tall, toned, triangular face, dark skin, white hair, brown eyes, straight nose, thick lips, prominent chin, long hair, thick hair, fluffy afro, augmented breasts, stud earrings, brown, cream lipstick, black lace bustier
platinum, bracelet, dame, average height, toned, heart-shaped face, olive skin, chestnut hair, black eyes, straight nose, thick lips, receding chin, long hair, thick hair, fishtail crown braid, round breasts, stud earrings, peach, matte lipstick, purple velvet slip with lace trim
platinum, bracelet, enchantress, average height, thin, triangular face, tan skin, chestnut hair, blue eyes, long nose, pouty lips, prominent chin, long hair, coarse hair, side french braid, saggy breasts, dangle earrings, hot pink, sheer lipstick, charcoal sheer bra and panty set
platinum, brooch pin, enigma, tall, toned, round face, fair skin, platinum blonde hair, brown eyes with green flecks, narrow nose, full lips, sharp chin, long hair, thick hair, twisted bun, firm breasts, threader earrings, plum, matte lipstick, purple velvet robe with fur trim
platinum, brooch pin, gal, short, in shape, triangular face, tan skin, silver hair, teal eyes, straight nose, thin lips, receding chin, shoulder-length hair, fine hair, triple braided crown, augmented breasts, hoop earrings, pink, velvet lipstick, fuchsia mesh halter bra and panty set
platinum, brooch pin, songstress, average height, narrow hips, triangular face, olive skin, strawberry blonde hair, hazel eyes with green flecks, [[curved nose]], thick lips, receding chin, long hair, thick hair, tousled waves, small breasts, stud earrings, peach, metallic lipstick, navy blue satin garter belt with suspenders
platinum, chain bracelet, lady, average height, thin, heart-shaped face, dark skin, platinum blonde hair, turquoise eyes, straight nose, pouty lips, receding chin, shoulder-length hair, wavy hair, voluminous waves, firm breasts, stud earrings, terracotta, gloss lipstick, blue satin and lace cami and short set
platinum, chain bracelet, lady, short, lean, diamond-shaped face, fair skin, brunette hair, red eyes, wide nose, full lips, sharp chin, shoulder-length hair, straight hair, low chignon, firm breasts, threader earrings, golden, matte lipstick, grey faux leather corset
platinum, chain necklace, babe, average height, in shape, diamond-shaped face, olive skin, chestnut hair, jade eyes, [[curved nose]], full lips, receding chin, shoulder-length hair, curly hair, long curled updo, firm breasts, drop earrings, lavender, gloss lipstick, grey faux leather corset
platinum, chain necklace, babe, average height, thin, heart-shaped face, dark skin, golden blonde hair, sapphire eyes, wide nose, pouty lips, round chin, long hair, coarse hair, high ponytail, large breasts, hoop earrings, shimmer, matte lipstick, blue strappy bodysuit with cutouts
platinum, chain necklace, escort, average height, toned, diamond-shaped face, tan skin, black hair, amber eyes, short nose, pouty lips, receding chin, shoulder-length hair, curly hair, french roll, natural breasts, stud earrings, lavender, cream lipstick, pink lace chemise with ruffle details
platinum, chain necklace, goddess, short, narrow hips, square face, olive skin, light brown hair, gray eyes, [[curved nose]], full lips, prominent chin, long hair, curly hair, low messy bun, soft breasts, dangle earrings, magenta, velvet lipstick, red satin kimono with lace sleeve detail
platinum, charm bracelet, femme fatale, short, in shape, triangular face, dark skin, gray hair, grey-blue eyes, [[curved nose]], thick lips, prominent chin, long hair, curly hair, braided crown, soft breasts, clip-on earrings, rose, velvet lipstick, maroon satin and lace corset
platinum, choker, chanteuse, short, slim, round face, olive skin, white hair, aquamarine eyes, straight nose, pouty lips, prominent chin, long hair, coarse hair, fluffy afro, large breasts, stud earrings, cherry, gloss lipstick, green silk bralette and panty set
platinum, cocktail brooch, lady, average height, toned, oval face, tan skin, silver hair, green eyes, narrow nose, thin lips, round chin, shoulder-length hair, thick hair, swept bangs, soft breasts, dangle earrings, cream, sheer lipstick, grey faux leather corset
platinum, cocktail brooch, woman, short, toned, oval face, olive skin, honey blonde hair, teal eyes, [[curved nose]], full lips, round chin, shoulder-length hair, curly hair, wavy updo, saggy breasts, clip-on earrings, grape, cream lipstick, green sequin slip dress with thigh-high slits
platinum, cocktail ring, temptress, short, toned, round face, olive skin, platinum blonde hair, peach eyes, narrow nose, thin lips, receding chin, long hair, fine hair, rope braid, augmented breasts, threader earrings, red, matte lipstick, green satin and lace garter belt with matching thong
platinum, collar necklace, femme fatale, average height, athletic, oval face, tan skin, golden blonde hair, amber eyes, wide nose, full lips, sharp chin, long hair, curly hair, curly afro, large breasts, threader earrings, golden, velvet lipstick, lavender lace bra and panty set
platinum, cuff bracelet, woman, short, wide hips, square face, olive skin, gray hair, teal eyes, [[curved nose]], full lips, sharp chin, long hair, straight hair, sleek waves, firm breasts, hoop earrings, cherry, cream lipstick, black mesh bodysuit with embroidered flowers
platinum, flower brooch, miss, average height, thin, oval face, fair skin, white hair, gold eyes, straight nose, pouty lips, round chin, shoulder-length hair, curly hair, bob with bangs, asymmetrical breasts, cuff earrings, black, gloss lipstick, mint green mesh teddy
platinum, friendship bracelet, goddess, short, wide hips, oval face, olive skin, honey blonde hair, ruby eyes, wide nose, thin lips, prominent chin, long hair, curly hair, fringed bangs, soft breasts, threader earrings, pink, sheer lipstick, maroon satin and lace corset
platinum, locket necklace, lady, average height, in shape, heart-shaped face, dark skin, gray hair, light blue eyes, narrow nose, full lips, prominent chin, long hair, coarse hair, high bun, small breasts, huggie earrings, berry, cream lipstick, blue sheer babydoll with satin trim
platinum, locket necklace, madame, average height, firm, round face, olive skin, brunette hair, brown eyes, [[curved nose]], thin lips, round chin, long hair, thick hair, fringed bangs, asymmetrical breasts, clip-on earrings, plum, velvet lipstick, red satin babydoll
platinum, multi-strand necklace, lady, short, athletic, oval face, olive skin, chestnut hair, turquoise eyes, long nose, pouty lips, sharp chin, long hair, thick hair, angled bob, asymmetrical breasts, hoop earrings, fuchsia, matte lipstick, green satin and lace garter belt with matching thong
platinum, multi-strand necklace, lady, tall, wide hips, diamond-shaped face, tan skin, red hair, light blue eyes, narrow nose, thin lips, prominent chin, long hair, wavy hair, low messy bun, round breasts, hoop earrings, berry, sheer lipstick, red mesh chemise with strappy back detail
platinum, necklace, artist, tall, athletic, diamond-shaped face, fair skin, dark brown hair, yellow eyes, straight nose, thin lips, prominent chin, long hair, coarse hair, four-strand braid, perky breasts, threader earrings, rose, velvet lipstick, purple velvet bra and panty set with lace trim
platinum, pearl necklace, miss, short, narrow hips, round face, tan skin, honey blonde hair, purple eyes, narrow nose, pouty lips, round chin, shoulder-length hair, curly hair, braided updo, large breasts, threader earrings, grape, sheer lipstick, blue strappy bodysuit with cutouts
platinum, pendant, countess, short, toned, oval face, fair skin, white hair, jade eyes, short nose, thin lips, receding chin, long hair, curly hair, low updo, large breasts, cuff earrings, teal, velvet lipstick, gold strappy bodysuit
platinum, pendant, temptress, tall, wide hips, diamond-shaped face, fair skin, red hair, silver eyes, narrow nose, thin lips, prominent chin, long hair, fine hair, ballerina bun, saggy breasts, hoop earrings, violet, velvet lipstick, black leather bralette and panty set
platinum, slave bracelet, queen, tall, toned, round face, olive skin, chestnut hair, gold eyes, long nose, full lips, receding chin, shoulder-length hair, thick hair, side bangs, firm breasts, cuff earrings, golden, satin lipstick, blue strappy bodysuit with cutouts
platinum, tassel necklace, vixen, average height, athletic, diamond-shaped face, tan skin, brunette hair, hazel eyes, narrow nose, full lips, prominent chin, shoulder-length hair, wavy hair, fringed bangs, small breasts, faux gauge earrings, terracotta, velvet lipstick, red satin babydoll
platinum, tennis necklace, queen, tall, lean, triangular face, dark skin, blonde hair, sapphire eyes, narrow nose, full lips, prominent chin, long hair, fine hair, curly afro, soft breasts, drop earrings, cherry, satin lipstick, purple velvet bra and panty set with lace trim
platinum, tennis necklace, siren, average height, thin, oval face, dark skin, strawberry blonde hair, hazel eyes, straight nose, full lips, receding chin, shoulder-length hair, coarse hair, ballerina bun, large breasts, clip-on earrings, fuchsia, cream lipstick, lavender lace bra and panty set
platinum, tennis necklace, temptress, average height, narrow hips, square face, dark skin, strawberry blonde hair, green eyes, [[curved nose]], pouty lips, receding chin, long hair, straight hair, french twist, soft breasts, drop earrings, berry, satin lipstick, maroon satin and lace corset
platinum, toe ring, visionary, short, lean, heart-shaped face, tan skin, strawberry blonde hair, aquamarine eyes, long nose, thick lips, receding chin, long hair, wavy hair, braided crown, asymmetrical breasts, threader earrings, violet, satin lipstick, silver sequin bralette
platinum, toggle bracelet, woman, tall, wide hips, heart-shaped face, tan skin, gray hair, teal eyes, straight nose, thin lips, sharp chin, long hair, straight hair, half up half down, saggy breasts, stud earrings, berry, metallic lipstick, turquoise sheer chemise with cutouts
platinum, vintage brooch, gal, tall, fit, oval face, tan skin, strawberry blonde hair, green eyes, narrow nose, thick lips, round chin, shoulder-length hair, straight hair, viking braid, firm breasts, drop earrings, terracotta, satin lipstick, white satin and lace bra and panty set
platinum, vintage brooch, heiress, tall, fit, heart-shaped face, tan skin, honey blonde hair, grey eyes, narrow nose, thin lips, round chin, shoulder-length hair, coarse hair, french braid, asymmetrical breasts, huggie earrings, lavender, metallic lipstick, gold strappy bodysuit
platinum, vintage brooch, seductress, average height, athletic, diamond-shaped face, olive skin, light brown hair, silver eyes, long nose, thick lips, round chin, shoulder-length hair, thick hair, stacked bob, full breasts, stud earrings, orange, metallic lipstick, blue sheer babydoll with satin trim
